ID,breed,farm_id,day,weight,temperature,humidity,production,health
2,Holstein,farm_alpha,10,2287.548,24.1,64.5,24760.883,productive
2,Holstein,farm_alpha,10,2300.154,24.1,64.5,23727.772,unproductive
2,Holstein,farm_alpha,11,2331.831,20.0,79.6,24434.847,productive
2,Holstein,farm_alpha,11,2326.857,20.0,79.6,24970.645,productive
2,Holstein,farm_alpha,12,2415.185,18.5,65.4,22994.281,unproductive
2,Holstein,farm_alpha,12,2411.26,18.5,65.4,23560.692,unproductive
2,Holstein,farm_alpha,13,2407.413,19.9,59.9,24355.852,productive
2,Holstein,farm_alpha,13,2490.952,19.9,59.9,24062.652,productive
2,Holstein,farm_alpha,14,2541.459,24.7,48.2,23584.81,unproductive
2,Holstein,farm_alpha,14,2601.226,24.7,48.2,23969.199,unproductive
2,Holstein,farm_alpha,15,2598.349,23.3,61.4,24851.173,productive
2,Holstein,farm_alpha,15,2649.939,23.3,61.4,23895.682,unproductive
2,Holstein,farm_alpha,16,2704.514,18.0,55.7,24095.608,productive
2,Holstein,farm_alpha,16,2771.771,18.0,55.7,22739.908,unproductive
2,Holstein,farm_alpha,17,2864.914,17.4,61.8,24283.33,productive
2,Holstein,farm_alpha,17,2945.002,17.4,61.8,25123.405,productive
2,Holstein,farm_alpha,18,3040.395,15.2,49.0,23933.702,unproductive
2,Holstein,farm_alpha,18,3040.722,15.2,49.0,22893.752,unproductive
2,Holstein,farm_alpha,19,3047.797,22.0,72.4,24549.968,productive
2,Holstein,farm_alpha,19,3095.014,22.0,72.4,25295.662,productive
2,Holstein,farm_alpha,20,3180.512,23.3,46.3,23813.239,unproductive
2,Holstein,farm_alpha,20,3198.632,23.3,46.3,24696.235,productive
2,Holstein,farm_alpha,21,3246.458,16.3,57.3,23339.815,unproductive
2,Holstein,farm_alpha,21,3299.463,16.3,57.3,25036.213,productive
2,Holstein,farm_alpha,22,3383.434,21.8,63.8,25290.169,productive
2,Holstein,farm_alpha,22,3399.376,21.8,63.8,24833.232,productive
2,Holstein,farm_alpha,23,3435.853,16.0,63.2,23815.542,unproductive
2,Holstein,farm_alpha,23,3531.983,16.0,63.2,24481.999,productive
2,Holstein,farm_alpha,24,3601.869,18.0,47.8,25181.838,productive
2,Holstein,farm_alpha,24,3616.029,18.0,47.8,25179.622,productive
2,Holstein,farm_alpha,25,3714.006,24.0,34.1,24081.228,productive
2,Holstein,farm_alpha,25,3775.69,24.0,34.1,24243.654,productive
2,Holstein,farm_alpha,26,3863.98,16.2,49.0,24870.119,productive
2,Holstein,farm_alpha,26,3939.021,16.2,49.0,24620.329,productive
2,Holstein,farm_alpha,27,3942.222,22.6,59.9,25332.989,productive
2,Holstein,farm_alpha,27,3969.657,22.6,59.9,25445.828,productive
2,Holstein,farm_alpha,28,3967.429,19.8,76.0,26789.861,productive
2,Holstein,farm_alpha,28,4052.787,19.8,76.0,27083.711,productive
2,Holstein,farm_alpha,29,4056.617,20.4,49.6,25808.9,productive
2,Holstein,farm_alpha,29,4099.534,20.4,49.6,25670.634,productive
2,Holstein,farm_alpha,30,4112.287,22.9,73.7,26262.803,productive
2,Holstein,farm_alpha,30,4163.709,22.9,73.7,25904.807,productive
2,Holstein,farm_alpha,31,4249.223,24.4,37.5,26249.647,productive
2,Holstein,farm_alpha,31,4297.043,24.4,37.5,25980.037,productive
2,Holstein,farm_alpha,32,4385.143,22.0,79.4,26563.805,productive
2,Holstein,farm_alpha,32,4480.232,22.0,79.4,27504.349,productive
2,Holstein,farm_alpha,33,4528.823,19.2,76.8,27115.77,productive
2,Holstein,farm_alpha,33,4577.609,19.2,76.8,27489.139,productive
2,Holstein,farm_alpha,34,4584.428,21.7,40.8,25377.246,productive
2,Holstein,farm_alpha,34,4655.945,21.7,40.8,25879.147,productive
2,Holstein,farm_alpha,35,4701.429,23.8,73.3,26839.233,productive
2,Holstein,farm_alpha,35,4735.33,23.8,73.3,26857.491,productive
2,Holstein,farm_alpha,36,4732.989,24.9,62.4,26579.396,productive
2,Holstein,farm_alpha,36,4746.991,24.9,62.4,27675.566,productive
2,Holstein,farm_alpha,37,4832.283,24.2,78.7,28559.408,productive
2,Holstein,farm_alpha,37,4858.584,24.2,78.7,29026.769,productive
2,Holstein,farm_alpha,38,4947.34,17.4,41.1,26586.586,productive
2,Holstein,farm_alpha,38,5037.499,17.4,41.1,25500.856,productive
2,Holstein,farm_alpha,39,5100.481,24.0,31.8,26235.401,productive
2,Holstein,farm_alpha,39,5159.933,24.0,31.8,25501.186,productive
2,Holstein,farm_alpha,40,5191.668,16.3,51.3,27384.017,productive
2,Holstein,farm_alpha,40,5261.944,16.3,51.3,26034.578,productive
2,Holstein,farm_alpha,41,5266.405,21.8,34.0,26610.566,productive
2,Holstein,farm_alpha,41,5338.957,21.8,34.0,26969.72,productive
3,Jersey,farm_alpha,0,1035.638,18.9,78.3,13113.521,productive
3,Jersey,farm_alpha,0,1081.959,18.9,78.3,12971.369,productive
3,Jersey,farm_alpha,1,1140.246,21.9,63.1,12849.579,productive
3,Jersey,farm_alpha,1,1167.386,21.9,63.1,11383.759,unproductive
3,Jersey,farm_alpha,2,1209.503,15.5,30.4,9279.781,unproductive
3,Jersey,farm_alpha,2,1266.164,15.5,30.4,10804.479,unproductive
3,Jersey,farm_alpha,3,1261.84,18.9,34.2,10648.675,unproductive
3,Jersey,farm_alpha,3,1322.327,18.9,34.2,9476.141,unproductive
3,Jersey,farm_alpha,4,1347.057,17.1,65.8,12608.737,productive
3,Jersey,farm_alpha,4,1427.018,17.1,65.8,11929.11,unproductive
3,Jersey,farm_alpha,5,1505.364,21.0,66.7,11554.536,unproductive
3,Jersey,farm_alpha,5,1513.008,21.0,66.7,12930.656,productive
3,Jersey,farm_alpha,6,1598.33,21.8,58.5,13064.122,productive
3,Jersey,farm_alpha,6,1605.024,21.8,58.5,12953.813,productive
3,Jersey,farm_alpha,7,1656.066,19.4,68.2,11573.353,unproductive
3,Jersey,farm_alpha,7,1712.742,19.4,68.2,11987.419,unproductive
3,Jersey,farm_alpha,8,1773.191,17.3,76.6,13058.374,productive
3,Jersey,farm_alpha,8,1806.095,17.3,76.6,12259.033,productive
3,Jersey,farm_alpha,9,1901.177,15.2,55.8,10891.194,unproductive
3,Jersey,farm_alpha,9,1935.12,15.2,55.8,10986.092,unproductive
3,Jersey,farm_alpha,10,1982.032,18.3,77.8,13930.898,productive
3,Jersey,farm_alpha,10,2008.84,18.3,77.8,13348.81,productive
3,Jersey,farm_alpha,11,2005.31,23.9,45.3,12932.162,productive
3,Jersey,farm_alpha,11,2006.507,23.9,45.3,12317.841,productive
3,Jersey,farm_alpha,12,2104.275,18.7,59.4,12408.199,productive
3,Jersey,farm_alpha,12,2130.573,18.7,59.4,11988.13,unproductive
3,Jersey,farm_alpha,13,2161.523,15.1,51.0,11897.848,unproductive
3,Jersey,farm_alpha,13,2220.807,15.1,51.0,12333.821,productive
3,Jersey,farm_alpha,14,2282.343,24.6,78.6,14990.679,productive
3,Jersey,farm_alpha,14,2279.594,24.6,78.6,13976.788,productive
3,Jersey,farm_alpha,15,2368.527,22.3,60.1,13032.535,productive
3,Jersey,farm_alpha,15,2450.304,22.3,60.1,12523.105,productive
3,Jersey,farm_alpha,16,2459.747,18.2,55.1,12426.441,productive
3,Jersey,farm_alpha,16,2483.257,18.2,55.1,12449.825,productive
3,Jersey,farm_alpha,17,2578.823,23.8,37.3,13132.493,productive
3,Jersey,farm_alpha,17,2643.492,23.8,37.3,12860.149,productive
3,Jersey,farm_alpha,18,2668.468,19.2,73.4,14686.043,productive
3,Jersey,farm_alpha,18,2702.842,19.2,73.4,12813.421,productive
3,Jersey,farm_alpha,19,2746.442,16.1,46.0,11283.314,unproductive
3,Jersey,farm_alpha,19,2791.289,16.1,46.0,12478.215,productive
3,Jersey,farm_alpha,20,2845.171,15.8,77.2,14063.284,productive
3,Jersey,farm_alpha,20,2931.788,15.8,77.2,14484.862,productive
3,Jersey,farm_alpha,21,2997.625,16.2,43.0,13037.205,productive
3,Jersey,farm_alpha,21,3015.172,16.2,43.0,12239.005,productive
3,Jersey,farm_alpha,22,3016.175,21.5,31.3,13129.032,productive
3,Jersey,farm_alpha,22,3027.796,21.5,31.3,12778.422,productive
3,Jersey,farm_alpha,23,3029.228,21.2,70.3,14932.875,productive
3,Jersey,farm_alpha,23,3035.784,21.2,70.3,15070.299,productive
3,Jersey,farm_alpha,24,3050.403,18.2,50.3,12618.557,productive
3,Jersey,farm_alpha,24,3095.844,18.2,50.3,13882.468,productive
3,Jersey,farm_alpha,25,3120.344,20.4,34.2,12328.69,productive
3,Jersey,farm_alpha,25,3190.28,20.4,34.2,11629.24,unproductive
3,Jersey,farm_alpha,26,3225.786,23.7,66.5,14751.208,productive
3,Jersey,farm_alpha,26,3284.269,23.7,66.5,13836.443,productive
3,Jersey,farm_alpha,27,3351.436,16.1,69.4,14686.004,productive
3,Jersey,farm_alpha,27,3409.886,16.1,69.4,13855.055,productive
3,Jersey,farm_alpha,28,3420.136,23.7,40.9,13935.911,productive
3,Jersey,farm_alpha,28,3456.536,23.7,40.9,14343.747,productive
3,Jersey,farm_alpha,29,3516.524,18.2,41.3,12076.496,productive
3,Jersey,farm_alpha,29,3548.936,18.2,41.3,12192.008,productive
3,Jersey,farm_alpha,30,3613.184,15.5,39.0,13073.912,productive
3,Jersey,farm_alpha,30,3673.528,15.5,39.0,13430.503,productive
3,Jersey,farm_alpha,31,3761.156,22.7,38.0,13087.083,productive
3,Jersey,farm_alpha,31,3766.427,22.7,38.0,14220.752,productive
3,Jersey,farm_alpha,32,3766.407,19.8,63.9,13848.215,productive
3,Jersey,farm_alpha,32,3818.54,19.8,63.9,14454.374,productive
3,Jersey,farm_alpha,33,3912.733,15.1,40.6,12174.534,productive
3,Jersey,farm_alpha,33,3921.607,15.1,40.6,13125.009,productive
3,Jersey,farm_alpha,34,4002.99,17.3,58.5,14142.776,productive
3,Jersey,farm_alpha,34,4051.275,17.3,58.5,14966.579,productive
3,Jersey,farm_alpha,35,4061.818,19.8,67.7,15323.986,productive
3,Jersey,farm_alpha,35,4154.544,19.8,67.7,15749.421,productive
3,Jersey,farm_alpha,36,4224.204,22.1,72.7,15108.064,productive
3,Jersey,farm_alpha,36,4232.263,22.1,72.7,15982.737,productive
3,Jersey,farm_alpha,37,4324.725,19.6,75.9,16556.975,productive
3,Jersey,farm_alpha,37,4372.846,19.6,75.9,15673.063,productive
3,Jersey,farm_alpha,38,4470.044,23.6,59.3,14990.858,productive
3,Jersey,farm_alpha,38,4505.069,23.6,59.3,14472.93,productive
3,Jersey,farm_alpha,39,4560.826,20.2,44.6,14746.103,productive
3,Jersey,farm_alpha,39,4578.553,20.2,44.6,14702.654,productive
3,Jersey,farm_alpha,40,4645.814,16.2,63.2,14313.165,productive
3,Jersey,farm_alpha,40,4734.198,16.2,63.2,15687.914,productive
3,Jersey,farm_alpha,41,4777.109,21.5,55.9,14502.414,productive
3,Jersey,farm_alpha,41,4823.309,21.5,55.9,15303.155,productive
4,Jersey,farm_alpha,0,1028.59,16.1,76.3,11546.643,unproductive
4,Jersey,farm_alpha,0,1124.745,16.1,76.3,11071.069,unproductive
4,Jersey,farm_alpha,1,1143.975,16.1,64.7,11941.758,unproductive
4,Jersey,farm_alpha,1,1170.253,16.1,64.7,11946.411,unproductive
4,Jersey,farm_alpha,2,1211.112,20.6,54.2,10841.68,unproductive
4,Jersey,farm_alpha,2,1272.682,20.6,54.2,11567.803,unproductive
4,Jersey,farm_alpha,3,1288.504,24.8,30.2,11682.271,unproductive
4,Jersey,farm_alpha,3,1308.485,24.8,30.2,11388.698,unproductive
4,Jersey,farm_alpha,4,1369.652,16.0,56.4,10622.896,unproductive
4,Jersey,farm_alpha,4,1416.028,16.0,56.4,10782.274,unproductive
4,Jersey,farm_alpha,5,1447.154,23.4,67.3,12995.996,productive
4,Jersey,farm_alpha,5,1495.211,23.4,67.3,11770.891,unproductive
4,Jersey,farm_alpha,6,1524.691,22.2,65.6,12911.343,productive
4,Jersey,farm_alpha,6,1598.72,22.2,65.6,13451.286,productive
4,Jersey,farm_alpha,7,1675.175,16.8,39.9,10581.357,unproductive
4,Jersey,farm_alpha,7,1704.499,16.8,39.9,11414.379,unproductive
4,Jersey,farm_alpha,8,1717.612,16.9,53.2,10741.223,unproductive
4,Jersey,farm_alpha,8,1779.354,16.9,53.2,11631.575,unproductive
4,Jersey,farm_alpha,9,1827.972,18.6,57.6,12087.307,productive
4,Jersey,farm_alpha,9,1861.198,18.6,57.6,11792.496,unproductive
4,Jersey,farm_alpha,10,1929.192,23.7,32.2,12040.842,productive
4,Jersey,farm_alpha,10,2027.83,23.7,32.2,12266.383,productive
4,Jersey,farm_alpha,11,2024.354,20.7,59.1,12152.869,productive
4,Jersey,farm_alpha,11,2056.848,20.7,59.1,11882.212,unproductive
4,Jersey,farm_alpha,12,2155.97,21.6,48.1,11784.64,unproductive
4,Jersey,farm_alpha,12,2195.491,21.6,48.1,11634.209,unproductive
4,Jersey,farm_alpha,13,2262.556,20.1,30.8,11426.078,unproductive
4,Jersey,farm_alpha,13,2266.472,20.1,30.8,12226.11,productive
4,Jersey,farm_alpha,14,2288.03,17.4,58.5,12335.831,productive
4,Jersey,farm_alpha,14,2303.6,17.4,58.5,12742.654,productive
4,Jersey,farm_alpha,15,2387.975,18.8,78.1,12887.774,productive
4,Jersey,farm_alpha,15,2398.098,18.8,78.1,12729.277,productive
4,Jersey,farm_alpha,16,2478.299,21.9,58.6,12434.474,productive
4,Jersey,farm_alpha,16,2482.484,21.9,58.6,13940.633,productive
4,Jersey,farm_alpha,17,2548.544,22.2,67.1,13602.464,productive
4,Jersey,farm_alpha,17,2562.865,22.2,67.1,14272.288,productive
4,Jersey,farm_alpha,18,2584.185,22.7,48.2,12609.028,productive
4,Jersey,farm_alpha,18,2653.287,22.7,48.2,12349.43,productive
4,Jersey,farm_alpha,19,2711.307,24.7,34.5,12261.773,productive
4,Jersey,farm_alpha,19,2708.332,24.7,34.5,12163.667,productive
4,Jersey,farm_alpha,20,2714.033,23.1,45.0,12162.919,productive
4,Jersey,farm_alpha,20,2793.479,23.1,45.0,11907.103,unproductive
4,Jersey,farm_alpha,21,2809.315,23.0,70.9,14021.02,productive
4,Jersey,farm_alpha,21,2880.567,23.0,70.9,14928.471,productive
4,Jersey,farm_alpha,22,2904.531,21.5,53.9,13092.181,productive
4,Jersey,farm_alpha,22,2955.52,21.5,53.9,14159.201,productive
4,Jersey,farm_alpha,23,3014.143,21.7,61.9,12869.742,productive
4,Jersey,farm_alpha,23,3053.838,21.7,61.9,14177.704,productive
4,Jersey,farm_alpha,24,3128.864,24.3,69.1,13927.006,productive
4,Jersey,farm_alpha,24,3203.539,24.3,69.1,15190.601,productive
4,Jersey,farm_alpha,25,3262.64,16.3,68.3,14467.002,productive
4,Jersey,farm_alpha,25,3336.43,16.3,68.3,13865.498,productive
4,Jersey,farm_alpha,26,3413.002,19.5,39.4,12552.532,productive
4,Jersey,farm_alpha,26,3435.054,19.5,39.4,12693.479,productive
4,Jersey,farm_alpha,27,3443.803,24.0,64.9,14632.741,productive
4,Jersey,farm_alpha,27,3467.706,24.0,64.9,15395.419,productive
4,Jersey,farm_alpha,28,3556.544,17.9,36.2,11852.764,unproductive
4,Jersey,farm_alpha,28,3603.282,17.9,36.2,12170.495,productive
4,Jersey,farm_alpha,29,3613.182,24.3,61.5,14746.73,productive
4,Jersey,farm_alpha,29,3706.959,24.3,61.5,15061.207,productive
4,Jersey,farm_alpha,30,3762.622,20.0,78.5,15445.248,productive
4,Jersey,farm_alpha,30,3784.514,20.0,78.5,15710.676,productive
4,Jersey,farm_alpha,31,3784.918,24.5,44.9,14973.259,productive
4,Jersey,farm_alpha,31,3865.725,24.5,44.9,14011.431,productive
4,Jersey,farm_alpha,32,3963.998,15.7,77.0,14138.319,productive
4,Jersey,farm_alpha,32,4052.017,15.7,77.0,14705.769,productive
4,Jersey,farm_alpha,33,4060.83,20.5,62.5,14025.613,productive
4,Jersey,farm_alpha,33,4123.686,20.5,62.5,15472.308,productive
4,Jersey,farm_alpha,34,4146.339,20.9,34.7,13172.695,productive
4,Jersey,farm_alpha,34,4192.361,20.9,34.7,14365.51,productive
4,Jersey,farm_alpha,35,4254.1,18.3,51.9,14107.944,productive
4,Jersey,farm_alpha,35,4316.777,18.3,51.9,13540.058,productive
4,Jersey,farm_alpha,36,4331.902,19.8,30.1,13417.321,productive
4,Jersey,farm_alpha,36,4428.814,19.8,30.1,12461.843,productive
4,Jersey,farm_alpha,37,4486.675,21.4,55.1,15859.565,productive
4,Jersey,farm_alpha,37,4526.346,21.4,55.1,15266.035,productive
4,Jersey,farm_alpha,38,4609.715,19.6,44.1,14767.988,productive
4,Jersey,farm_alpha,38,4633.852,19.6,44.1,14637.409,productive
4,Jersey,farm_alpha,39,4706.79,23.7,49.5,15360.488,productive
4,Jersey,farm_alpha,39,4713.034,23.7,49.5,14244.821,productive
4,Jersey,farm_alpha,40,4747.736,16.4,65.8,14647.751,productive
4,Jersey,farm_alpha,40,4747.142,16.4,65.8,15369.716,productive
4,Jersey,farm_alpha,41,4797.324,18.0,79.9,15318.791,productive
4,Jersey,farm_alpha,41,4840.282,18.0,79.9,15686.368,productive
5,Holstein,farm_alpha,0,1208.72,19.4,48.9,21508.387,unproductive
5,Holstein,farm_alpha,0,1307.509,19.4,48.9,22196.602,unproductive
5,Holstein,farm_alpha,1,1325.775,22.9,34.6,22208.152,unproductive
5,Holstein,farm_alpha,1,1327.044,22.9,34.6,21555.05,unproductive
5,Holstein,farm_alpha,2,1420.878,16.6,39.4,21880.037,unproductive
5,Holstein,farm_alpha,2,1497.352,16.6,39.4,20307.833,unproductive
5,Holstein,farm_alpha,3,1574.646,17.2,70.9,23493.621,unproductive
5,Holstein,farm_alpha,3,1599.032,17.2,70.9,23223.358,unproductive
5,Holstein,farm_alpha,4,1658.056,15.0,78.7,22616.079,unproductive
5,Holstein,farm_alpha,4,1749.44,15.0,78.7,23676.208,unproductive
5,Holstein,farm_alpha,5,1750.894,15.9,52.3,22031.107,unproductive
5,Holstein,farm_alpha,5,1798.775,15.9,52.3,23010.083,unproductive
5,Holstein,farm_alpha,6,1893.215,18.1,79.7,23797.509,unproductive
5,Holstein,farm_alpha,6,1966.52,18.1,79.7,23983.105,unproductive
5,Holstein,farm_alpha,7,2009.367,21.5,44.4,21552.633,unproductive
5,Holstein,farm_alpha,7,2075.765,21.5,44.4,23176.272,unproductive
5,Holstein,farm_alpha,8,2173.522,19.1,51.4,23029.653,unproductive
5,Holstein,farm_alpha,8,2264.337,19.1,51.4,22152.321,unproductive
5,Holstein,farm_alpha,9,2328.67,18.7,65.5,23314.746,unproductive
5,Holstein,farm_alpha,9,2415.161,18.7,65.5,23810.031,unproductive
5,Holstein,farm_alpha,10,2486.709,23.6,33.8,22905.329,unproductive
5,Holstein,farm_alpha,10,2509.119,23.6,33.8,23672.638,unproductive
5,Holstein,farm_alpha,11,2528.79,20.1,72.7,25329.538,productive
5,Holstein,farm_alpha,11,2594.69,20.1,72.7,24777.645,productive
5,Holstein,farm_alpha,12,2638.773,19.8,47.7,23788.881,unproductive
5,Holstein,farm_alpha,12,2697.064,19.8,47.7,23836.406,unproductive
5,Holstein,farm_alpha,13,2787.462,19.6,78.4,25224.904,productive
5,Holstein,farm_alpha,13,2850.255,19.6,78.4,25224.323,productive
5,Holstein,farm_alpha,14,2929.83,17.0,59.5,23461.786,unproductive
5,Holstein,farm_alpha,14,2969.166,17.0,59.5,24170.406,productive
5,Holstein,farm_alpha,15,2986.259,18.8,39.3,22991.42,unproductive
5,Holstein,farm_alpha,15,3048.997,18.8,39.3,23778.165,unproductive
5,Holstein,farm_alpha,16,3146.841,19.5,78.3,25488.97,productive
