cow_id,farm_id,day,hour,steps,temperature,humidity
1,2,8,18,196,16.9,65.1
1,2,8,19,139,17.0,41.5
1,2,8,20,158,20.4,73.8
1,2,8,21,133,16.0,39.6
1,2,8,22,125,21.8,35.8
1,2,8,23,110,17.9,71.4
1,2,9,0,164,15.1,50.5
1,2,9,1,184,22.7,75.7
1,2,9,2,90,21.8,33.1
1,2,9,3,156,19.6,44.0
1,2,9,4,158,17.5,73.9
1,2,9,5,124,16.7,43.7
1,2,9,6,84,17.4,58.4
1,2,9,7,97,22.6,54.9
1,2,9,8,82,17.7,74.6
1,2,9,9,144,22.8,47.8
1,2,9,10,162,17.2,74.4
1,2,9,11,122,15.6,78.7
1,2,9,12,141,22.6,64.9
1,2,9,13,67,19.1,48.7
1,2,9,14,151,21.9,40.2
1,2,9,15,58,19.1,61.0
1,2,9,16,200,21.7,60.3
1,2,9,17,146,19.1,72.0
1,2,9,18,89,16.4,54.3
1,2,9,19,173,15.3,73.6
1,2,9,20,153,17.0,57.7
1,2,9,21,156,17.5,39.1
1,2,9,22,187,21.2,70.5
1,2,9,23,83,15.2,47.0
1,2,10,0,132,17.7,58.4
1,2,10,1,152,20.0,54.5
1,2,10,2,132,23.9,37.9
1,2,10,3,90,22.3,30.0
1,2,10,4,54,21.0,48.4
1,2,10,5,169,23.8,46.4
1,2,10,6,188,23.9,69.3
1,2,10,7,154,19.6,72.3
1,2,10,8,72,15.7,40.5
1,2,10,9,97,16.0,70.6
1,2,10,10,54,24.1,68.0
1,2,10,11,140,19.5,47.5
1,2,10,12,199,17.9,57.8
1,2,10,13,197,20.7,48.9
1,2,10,14,181,23.6,67.9
1,2,10,15,82,23.1,48.5
1,2,10,16,58,24.9,59.1
1,2,10,17,140,17.0,73.0
1,2,10,18,61,18.8,31.0
1,2,10,19,97,23.7,58.6
1,2,10,20,170,16.4,59.5
1,2,10,21,97,20.3,54.1
1,2,10,22,59,19.0,69.4
1,2,10,23,173,22.7,47.8
1,2,11,0,60,21.3,55.9
1,2,11,1,176,15.7,37.6
1,2,11,2,114,19.7,56.1
1,2,11,3,91,21.3,66.4
1,2,11,4,52,18.0,66.6
1,2,11,5,164,17.3,38.1
1,2,11,6,156,16.2,32.9
1,2,11,7,79,18.9,69.0
1,2,11,8,199,22.8,57.4
1,2,11,9,162,15.8,72.0
1,2,11,10,102,17.0,48.2
1,2,11,11,58,17.1,67.2
1,2,11,12,137,15.5,55.7
1,2,11,13,189,16.9,56.5
1,2,11,14,98,18.1,60.7
1,2,11,15,178,21.3,71.4
1,2,11,16,126,20.4,42.1
1,2,11,17,98,20.4,60.5
1,2,11,18,174,24.2,66.8
1,2,11,19,64,16.0,53.0
1,2,11,20,68,15.2,39.6
1,2,11,21,170,19.1,72.1
1,2,11,22,70,22.3,34.2
1,2,11,23,83,20.2,76.4
1,2,12,0,158,15.3,35.4
1,2,12,1,99,22.9,70.6
1,2,12,2,72,24.8,61.7
1,2,12,3,143,22.2,46.7
1,2,12,4,74,22.7,78.9
1,2,12,5,85,19.4,32.0
1,2,12,6,132,21.1,60.0
1,2,12,7,57,21.2,38.5
1,2,12,8,157,23.8,34.5
1,2,12,9,98,23.4,57.0
1,2,12,10,122,24.4,50.2
1,2,12,11,61,17.4,51.7
1,2,12,12,155,15.0,44.3
1,2,12,13,96,21.0,40.8
1,2,12,14,62,17.2,35.2
1,2,12,15,178,16.4,40.8
1,2,12,16,57,19.9,42.9
1,2,12,17,72,24.5,55.4
1,2,12,18,94,19.4,52.0
1,2,12,19,103,19.4,63.4
1,2,12,20,156,23.1,59.6
1,2,12,21,185,19.7,34.1
1,2,12,22,193,23.6,47.9
1,2,12,23,83,23.2,53.0
1,2,13,0,131,23.5,36.3
1,2,13,1,167,24.0,39.7
1,2,13,2,110,18.6,67.0
1,2,13,3,161,17.8,68.2
1,2,13,4,97,18.3,43.1
1,2,13,5,88,22.1,42.4
1,2,13,6,171,16.0,62.3
1,2,13,7,103,24.7,45.6
1,2,13,8,85,15.7,59.7
1,2,13,9,199,24.1,51.8
1,2,13,10,120,24.4,66.7
1,2,13,11,145,20.2,77.0
1,2,13,12,67,23.6,47.2
1,2,13,13,54,21.0,49.1
1,2,13,14,188,19.0,51.0
1,2,13,15,121,20.8,75.6
1,2,13,16,115,22.4,45.1
1,2,13,17,105,19.5,58.4
1,2,13,18,168,19.7,40.7
1,2,13,19,165,20.7,35.7
1,2,13,20,191,15.4,36.4
1,2,13,21,193,19.8,43.3
1,2,13,22,112,23.7,48.0
1,2,13,23,97,18.2,33.9
1,2,14,0,173,16.4,54.9
1,2,14,1,123,18.7,73.9
1,2,14,2,90,20.2,46.5
1,2,14,3,116,23.3,53.5
1,2,14,4,69,22.6,45.0
1,2,14,5,193,19.6,78.1
1,2,14,6,74,18.8,32.0
1,2,14,7,135,16.5,42.6
1,2,14,8,103,20.9,35.1
1,2,14,9,173,20.8,73.5
1,2,14,10,150,18.2,43.4
1,2,14,11,107,16.5,31.2
1,2,14,12,192,18.6,32.8
1,2,14,13,104,16.2,79.5
1,2,14,14,69,23.9,31.4
1,2,14,15,174,18.4,64.9
1,2,14,16,123,19.8,55.3
1,2,14,17,60,16.2,63.9
1,2,14,18,148,24.5,63.3
1,2,14,19,148,23.2,48.8
1,2,14,20,178,17.9,78.4
1,2,14,21,62,17.7,46.3
1,2,14,22,97,20.9,55.3
1,2,14,23,198,22.3,77.4
1,2,15,0,124,24.6,75.6
1,2,15,1,155,20.6,64.5
1,2,15,2,196,21.0,64.2
1,2,15,3,150,17.4,75.0
1,2,15,4,186,17.2,42.9
1,2,15,5,57,24.7,77.5
1,2,15,6,159,24.4,42.1
1,2,15,7,98,24.3,68.4
1,2,15,8,74,20.5,60.8
1,2,15,9,119,20.8,62.3
1,2,15,10,112,17.2,77.0
1,2,15,11,109,18.2,37.6
1,2,15,12,106,17.7,38.1
1,2,15,13,75,22.5,79.4
1,2,15,14,124,25.0,38.7
1,2,15,15,127,23.1,69.8
1,2,15,16,63,16.2,58.8
1,2,15,17,117,24.6,78.5
1,2,15,18,174,16.4,55.3
1,2,15,19,121,17.7,76.4
1,2,15,20,86,17.0,42.7
1,2,15,21,141,15.6,31.4
1,2,15,22,136,25.0,54.1
1,2,15,23,180,20.4,42.1
1,2,16,0,148,22.4,50.0
1,2,16,1,189,19.9,77.0
1,2,16,2,166,21.8,33.6
1,2,16,3,175,21.4,33.7
1,2,16,4,94,15.5,61.3
1,2,16,5,158,20.3,53.9
1,2,16,6,135,19.7,66.6
1,2,16,7,180,18.5,66.3
1,2,16,8,196,19.2,78.5
1,2,16,9,71,15.9,70.1
1,2,16,10,108,19.5,52.4
1,2,16,11,165,18.8,76.2
1,2,16,12,127,23.7,66.1
1,2,16,13,133,22.1,53.1
1,2,16,14,196,18.3,64.4
1,2,16,15,163,24.3,69.9
1,2,16,16,122,19.0,66.4
1,2,16,17,187,21.1,65.8
1,2,16,18,185,20.6,53.3
1,2,16,19,86,23.0,47.0
1,2,16,20,112,17.4,59.8
1,2,16,21,164,15.4,47.8
1,2,16,22,196,16.7,75.0
1,2,16,23,108,22.6,67.8
1,2,17,0,101,18.9,51.3
1,2,17,1,132,23.8,37.4
1,2,17,2,96,16.9,42.0
1,2,17,3,157,20.3,44.8
1,2,17,4,118,20.4,60.3
1,2,17,5,124,21.1,39.1
1,2,17,6,165,25.0,52.6
1,2,17,7,137,23.2,46.5
1,2,17,8,179,16.2,44.9
1,2,17,9,100,23.2,33.5
1,2,17,10,100,15.2,33.3
1,2,17,11,100,17.7,47.4
1,2,17,12,92,23.2,65.5
1,2,17,13,200,23.9,44.9
1,2,17,14,74,22.5,74.7
1,2,17,15,115,20.1,46.8
1,2,17,16,110,15.5,54.4
1,2,17,17,53,15.1,33.8
1,2,17,18,78,16.8,44.7
1,2,17,19,72,22.8,32.0
1,2,17,20,69,23.5,51.9
1,2,17,21,66,16.0,50.6
1,2,17,22,174,16.3,43.7
1,2,17,23,158,24.0,46.0
1,2,18,0,81,19.8,32.9
1,2,18,1,94,17.4,34.4
1,2,18,2,123,20.3,69.5
1,2,18,3,115,20.0,59.1
1,2,18,4,56,20.2,51.2
1,2,18,5,114,24.5,33.3
1,2,18,6,170,19.0,60.6
1,2,18,7,141,19.7,68.0
1,2,18,8,144,17.1,75.7
1,2,18,9,192,24.3,34.5
1,2,18,10,178,22.3,37.1
1,2,18,11,72,15.4,44.8
1,2,18,12,70,18.6,32.7
1,2,18,13,165,17.8,77.7
1,2,18,14,108,21.9,37.7
1,2,18,15,57,24.9,72.9
1,2,18,16,149,22.7,75.3
1,2,18,17,181,18.1,76.6
1,2,18,18,160,23.1,52.8
1,2,18,19,178,19.1,45.5
1,2,18,20,128,20.0,65.9
1,2,18,21,72,22.3,57.7
1,2,18,22,182,22.5,77.4
1,2,18,23,118,20.8,65.6
1,2,19,0,165,22.9,62.3
1,2,19,1,184,16.2,35.7
1,2,19,2,111,19.5,58.3
1,2,19,3,147,18.9,78.4
1,2,19,4,107,15.6,38.5
1,2,19,5,72,19.3,79.9
1,2,19,6,143,23.2,31.2
1,2,19,7,63,15.9,72.4
1,2,19,8,180,19.1,33.0
1,2,19,9,118,23.3,63.6
1,2,19,10,166,17.8,58.4
1,2,19,11,125,16.0,64.9
1,2,19,12,139,21.8,30.7
1,2,19,13,157,23.7,58.3
1,2,19,14,159,19.4,36.6
1,2,19,15,77,21.3,66.6
1,2,19,16,146,20.4,68.1
1,2,19,17,162,18.2,69.9
1,2,19,18,72,23.0,73.5
1,2,19,19,104,19.2,65.8
1,2,19,20,121,18.1,61.8
1,2,19,21,67,15.7,56.3
1,2,19,22,167,16.2,66.4
1,2,19,23,126,20.1,74.9
1,2,20,0,196,20.0,48.7
1,2,20,1,59,16.3,55.4
1,2,20,2,129,21.9,47.5
1,2,20,3,175,21.2,73.5
1,2,20,4,108,24.8,34.4
1,2,20,5,155,15.1,72.9
1,2,20,6,182,22.7,42.5
1,2,20,7,133,19.9,62.0
1,2,20,8,132,24.4,39.5
1,2,20,9,188,16.6,40.5
1,2,20,10,138,19.0,30.3
1,2,20,11,100,21.2,49.3
1,2,20,12,176,21.1,73.9
1,2,20,13,93,18.7,74.5
1,2,20,14,75,20.3,71.9
1,2,20,15,75,20.0,48.0
1,2,20,16,105,22.9,70.9
1,2,20,17,187,20.4,37.7
1,2,20,18,179,23.0,39.8
1,2,20,19,84,15.7,32.7
1,2,20,20,56,24.2,31.7
1,2,20,21,199,18.6,77.6
1,2,20,22,55,23.1,52.5
1,2,20,23,184,19.8,30.7
1,2,21,0,182,19.0,71.5
1,2,21,1,146,16.1,37.4
1,2,21,2,118,16.3,55.6
1,2,21,3,63,19.0,61.2
1,2,21,4,91,19.7,56.0
1,2,21,5,162,19.3,47.7
1,2,21,6,149,24.1,57.4
1,2,21,7,60,15.0,62.0
1,2,21,8,88,23.2,77.4
1,2,21,9,56,20.2,35.3
1,2,21,10,137,20.6,77.6
1,2,21,11,107,21.8,74.5
1,2,21,12,128,18.5,40.3
1,2,21,13,190,15.7,41.8
1,2,21,14,79,17.7,32.7
1,2,21,15,119,22.6,79.3
1,2,21,16,154,20.8,60.1
1,2,21,17,53,17.3,64.6
1,2,21,18,128,17.5,41.1
1,2,21,19,142,16.9,55.2
1,2,21,20,80,22.0,78.2
1,2,21,21,121,22.1,34.6
1,2,21,22,83,16.7,51.4
1,2,21,23,199,24.9,67.8
1,2,22,0,60,24.8,50.4
1,2,22,1,73,24.8,66.5
1,2,22,2,87,20.3,62.8
1,2,22,3,179,23.7,47.0
1,2,22,4,140,19.8,47.6
1,2,22,5,131,18.8,43.7
1,2,22,6,62,23.8,62.9
1,2,22,7,72,18.2,53.8
1,2,22,8,105,21.8,73.3
1,2,22,9,69,24.4,80.0
1,2,22,10,109,20.9,61.5
1,2,22,11,65,16.4,31.4
1,2,22,12,129,21.5,54.5
1,2,22,13,165,17.3,40.8
1,2,22,14,177,16.2,57.0
1,2,22,15,162,24.8,64.7
1,2,22,16,92,22.5,67.6
1,2,22,17,146,16.5,79.9
1,2,22,18,92,22.4,77.7
1,2,22,19,198,24.2,79.8
1,2,22,20,184,20.2,46.6
1,2,22,21,81,20.0,38.3
1,2,22,22,54,17.6,61.3
1,2,22,23,70,19.3,34.5
1,2,23,0,157,15.7,42.8
1,2,23,1,116,21.5,41.1
1,2,23,2,182,16.4,74.3
1,2,23,3,88,17.9,68.9
1,2,23,4,71,22.8,70.5
1,2,23,5,193,22.6,32.2
1,2,23,6,169,23.0,48.8
1,2,23,7,82,23.3,75.6
1,2,23,8,72,22.9,60.9
1,2,23,9,162,20.6,44.3
1,2,23,10,106,24.2,30.0
1,2,23,11,159,23.2,56.0
1,2,23,12,182,16.2,63.5
1,2,23,13,139,22.1,78.7
1,2,23,14,194,17.6,49.6
1,2,23,15,115,23.4,52.6
1,2,23,16,55,15.7,75.8
1,2,23,17,61,15.8,32.2
1,2,23,18,165,23.5,79.6
1,2,23,19,128,23.4,30.4
1,2,23,20,157,22.5,70.7
1,2,23,21,141,18.8,41.7
1,2,23,22,72,15.9,47.9
1,2,23,23,199,17.2,43.7
1,2,24,0,146,16.3,44.9
1,2,24,1,171,18.6,58.0
1,2,24,2,149,16.1,37.7
1,2,24,3,60,20.2,32.3
1,2,24,4,143,15.1,54.2
1,2,24,5,186,20.0,34.4
1,2,24,6,193,16.2,72.5
1,2,24,7,72,16.9,77.6
1,2,24,8,157,17.2,45.4
1,2,24,9,98,18.2,78.6
1,2,24,10,94,24.4,38.6
1,2,24,11,164,23.0,55.8
1,2,24,12,86,19.4,32.9
1,2,24,13,109,17.8,36.8
1,2,24,14,120,21.2,44.7
1,2,24,15,138,16.2,42.8
1,2,24,16,85,15.6,39.3
1,2,24,17,53,17.0,52.6
1,2,24,18,180,16.7,43.9
1,2,24,19,116,24.1,75.9
1,2,24,20,184,18.5,66.4
1,2,24,21,76,18.3,59.1
1,2,24,22,55,17.4,44.1
1,2,24,23,134,21.4,52.0
1,2,25,0,189,16.4,53.6
1,2,25,1,174,23.1,31.1
1,2,25,2,150,22.4,49.8
1,2,25,3,195,24.4,49.8
1,2,25,4,107,20.6,37.2
1,2,25,5,132,23.1,65.6
1,2,25,6,73,15.0,38.6
1,2,25,7,122,21.8,50.2
1,2,25,8,67,16.2,65.7
1,2,25,9,165,15.9,42.3
1,2,25,10,73,24.2,32.2
1,2,25,11,60,23.6,75.9
1,2,25,12,172,19.9,68.1
1,2,25,13,84,17.8,49.8
1,2,25,14,163,19.0,68.1
1,2,25,15,172,21.5,70.9
1,2,25,16,106,24.9,64.3
1,2,25,17,128,19.8,51.2
1,2,25,18,142,15.1,45.2
1,2,25,19,159,17.0,47.8
1,2,25,20,92,17.0,73.2
1,2,25,21,73,19.5,47.3
1,2,25,22,189,15.1,50.6
1,2,25,23,65,16.5,68.6
1,2,26,0,167,17.3,31.7
1,2,26,1,149,22.0,41.9
1,2,26,2,51,18.1,58.0
1,2,26,3,196,20.1,52.6
1,2,26,4,156,15.8,65.4
1,2,26,5,175,17.3,70.1
1,2,26,6,186,17.1,32.7
1,2,26,7,150,20.3,41.0
1,2,26,8,179,17.2,66.7
1,2,26,9,175,23.0,65.7
1,2,26,10,130,20.4,44.5
1,2,26,11,51,21.2,64.4
1,2,26,12,126,20.3,67.7
1,2,26,13,177,15.5,73.6
1,2,26,14,145,17.7,35.7
1,2,26,15,89,18.3,39.3
1,2,26,16,180,17.2,51.4
1,2,26,17,188,24.5,70.2
1,2,26,18,62,23.3,35.5
1,2,26,19,118,19.6,58.0
1,2,26,20,171,24.9,73.9
1,2,26,21,104,17.0,35.6
1,2,26,22,87,15.7,71.4
1,2,26,23,190,20.0,75.2
1,2,27,0,157,15.1,71.8
1,2,27,1,166,15.6,37.7
1,2,27,2,156,24.3,62.0
1,2,27,3,132,24.3,41.5
1,2,27,4,67,22.3,46.4
1,2,27,5,132,17.0,54.9
1,2,27,6,158,24.3,49.7
1,2,27,7,117,15.1,79.6
1,2,27,8,53,19.8,57.0
1,2,27,9,196,24.2,41.4
1,2,27,10,149,17.6,45.4
1,2,27,11,55,22.9,46.0
1,2,27,12,153,22.6,36.4
1,2,27,13,167,15.4,30.6
1,2,27,14,149,23.9,60.6
1,2,27,15,185,24.6,77.0
1,2,27,16,65,20.4,62.3
1,2,27,17,195,23.8,44.8
1,2,27,18,117,21.6,48.3
1,2,27,19,116,17.4,69.9
1,2,27,20,180,15.2,52.0
1,2,27,21,57,22.7,61.8
1,2,27,22,94,22.2,73.4
1,2,27,23,140,17.8,71.6
1,2,28,0,194,23.2,45.0
1,2,28,1,71,24.8,76.2
1,2,28,2,121,19.6,76.8
1,2,28,3,58,23.9,54.3
1,2,28,4,99,18.6,57.0
1,2,28,5,188,16.1,62.4
1,2,28,6,196,23.8,73.5
1,2,28,7,76,15.0,45.1
1,2,28,8,133,15.6,62.7
1,2,28,9,111,19.0,42.6
1,2,28,10,174,24.8,75.6
1,2,28,11,62,23.4,67.6
1,2,28,12,186,24.2,37.4
1,2,28,13,88,23.1,36.0
1,2,28,14,145,21.1,56.6
1,2,28,15,67,24.1,75.3
1,2,28,16,158,20.1,45.4
1,2,28,17,151,19.6,68.6
1,2,28,18,131,15.1,60.9
1,2,28,19,171,24.8,71.9
1,2,28,20,85,15.9,39.2
1,2,28,21,108,22.0,79.3
1,2,28,22,50,15.3,42.0
1,2,28,23,107,15.5,35.6
1,2,29,0,50,16.2,77.8
1,2,29,1,84,20.6,68.7
1,2,29,2,119,19.6,65.4
1,2,29,3,197,23.5,56.7
1,2,29,4,179,16.0,57.5
1,2,29,5,153,19.7,74.6
1,2,29,6,69,17.8,33.7
1,2,29,7,192,24.8,36.2
1,2,29,8,105,23.6,64.1
1,2,29,9,63,25.0,77.0
1,2,29,10,200,23.6,40.6
1,2,29,11,128,15.3,50.5
1,2,29,12,136,21.9,33.1
1,2,29,13,181,23.3,35.2
1,2,29,14,88,23.1,53.1
1,2,29,15,183,21.4,68.5
1,2,29,16,119,23.3,37.9
1,2,29,17,148,17.2,71.5
1,2,29,18,150,20.7,30.2
1,2,29,19,86,21.1,61.9
1,2,29,20,119,21.0,49.5
1,2,29,21,80,21.1,68.4
1,2,29,22,124,19.4,76.1
1,2,29,23,197,17.3,44.0
2,2,0,0,62,22.2,31.2
2,2,0,1,120,22.7,44.6
2,2,0,2,165,20.1,49.7
2,2,0,3,191,23.1,42.6
2,2,0,4,117,23.2,62.1
2,2,0,5,117,17.3,68.9
2,2,0,6,182,16.3,34.5
2,2,0,7,130,22.0,63.5
2,2,0,8,155,20.5,73.3
2,2,0,9,103,22.7,60.0
2,2,0,10,59,20.8,55.7
2,2,0,11,188,17.0,73.1
2,2,0,12,185,17.7,55.0
2,2,0,13,66,15.5,42.3
2,2,0,14,171,20.8,48.1
2,2,0,15,75,17.5,69.2
2,2,0,16,152,22.8,78.4
2,2,0,17,181,18.4,71.3
2,2,0,18,52,15.4,37.8
2,2,0,19,79,23.5,46.6
2,2,0,20,165,15.6,32.4
2,2,0,21,54,15.9,58.1
2,2,0,22,151,23.6,46.1
2,2,0,23,131,19.4,72.8
2,2,1,0,84,21.6,45.7
2,2,1,1,58,21.2,72.2
2,2,1,2,165,18.5,69.2
2,2,1,3,159,23.4,78.9
2,2,1,4,131,17.5,45.1
2,2,1,5,62,20.6,79.5
2,2,1,6,77,16.0,32.1
2,2,1,7,164,15.9,44.8
2,2,1,8,133,23.4,40.5
2,2,1,9,59,18.3,65.7
2,2,1,10,173,20.8,73.0
2,2,1,11,155,17.9,73.8
2,2,1,12,185,20.9,32.3
2,2,1,13,178,15.6,31.9
2,2,1,14,173,20.9,31.2
2,2,1,15,116,22.0,60.7
2,2,1,16,120,15.0,53.2
2,2,1,17,145,19.7,45.8
2,2,1,18,163,16.8,41.7
2,2,1,19,79,21.2,48.8
2,2,1,20,114,23.3,66.1
2,2,1,21,107,19.4,73.1
2,2,1,22,103,22.5,54.0
2,2,1,23,125,19.3,69.6
2,2,2,0,141,18.3,54.0
2,2,2,1,153,19.0,32.5
2,2,2,2,182,17.5,65.0
2,2,2,3,133,22.4,51.1
2,2,2,4,184,16.4,45.9
2,2,2,5,128,23.8,40.0
